,Airline Name,Airports,Cities,Distance,Average Delay (min),Variance of Delays (min),Overall,Cabin,Entertainment,Wifi,Food/Beverage,Bang for Buck,Topics Extract,url,for_html
1028,JetBlue Airways,"('BOS', 'LGB')","('Boston, MA', 'Long Beach, CA')",2602,5.0,409.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1029,JetBlue Airways,"('BOS', 'MCO')","('Boston, MA', 'Orlando, FL')",1121,5.7,446.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1030,JetBlue Airways,"('BOS', 'MSY')","('Boston, MA', 'New Orleans, LA')",1368,3.0,323.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1031,JetBlue Airways,"('BOS', 'MVY')","('Boston, MA', ""Martha's Vineyard, MA"")",70,10.4,811.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1032,JetBlue Airways,"('BOS', 'OAK')","('Boston, MA', 'Oakland, CA')",2694,1.3,22.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1033,JetBlue Airways,"('BOS', 'ORD')","('Boston, MA', 'Chicago, IL')",867,2.3,151.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1034,JetBlue Airways,"('BOS', 'PBI')","('Boston, MA', 'West Palm Beach/Palm Beach, FL')",1197,5.0,275.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1035,JetBlue Airways,"('BOS', 'PDX')","('Boston, MA', 'Portland, OR')",2537,2.6,66.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1036,JetBlue Airways,"('BOS', 'PHL')","('Boston, MA', 'Philadelphia, PA')",280,1.4,56.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1037,JetBlue Airways,"('BOS', 'PHX')","('Boston, MA', 'Phoenix, AZ')",2300,8.0,722.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1038,JetBlue Airways,"('BOS', 'PIT')","('Boston, MA', 'Pittsburgh, PA')",496,1.8,71.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1039,JetBlue Airways,"('BOS', 'RDU')","('Boston, MA', 'Raleigh/Durham, NC')",612,4.2,441.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1040,JetBlue Airways,"('BOS', 'RIC')","('Boston, MA', 'Richmond, VA')",474,3.6,277.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1041,JetBlue Airways,"('BOS', 'RSW')","('Boston, MA', 'Fort Myers, FL')",1249,4.0,194.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1042,JetBlue Airways,"('BOS', 'SAN')","('Boston, MA', 'San Diego, CA')",2588,4.0,294.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1043,JetBlue Airways,"('BOS', 'SAV')","('Boston, MA', 'Savannah, GA')",901,3.1,265.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1044,JetBlue Airways,"('BOS', 'SEA')","('Boston, MA', 'Seattle, WA')",2496,3.5,223.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1045,JetBlue Airways,"('BOS', 'SFO')","('Boston, MA', 'San Francisco, CA')",2704,3.2,234.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1046,JetBlue Airways,"('BOS', 'SJC')","('Boston, MA', 'San Jose, CA')",2689,1.7,29.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1047,JetBlue Airways,"('BOS', 'SJU')","('Boston, MA', 'San Juan, PR')",1674,4.6,165.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1048,JetBlue Airways,"('BOS', 'SLC')","('Boston, MA', 'Salt Lake City, UT')",2105,5.8,693.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1049,JetBlue Airways,"('BOS', 'SMF')","('Boston, MA', 'Sacramento, CA')",2636,3.7,111.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1050,JetBlue Airways,"('BOS', 'SRQ')","('Boston, MA', 'Sarasota/Bradenton, FL')",1220,4.0,384.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1051,JetBlue Airways,"('BOS', 'STT')","('Boston, MA', 'Charlotte Amalie, VI')",1693,5.6,884.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1052,JetBlue Airways,"('BOS', 'TPA')","('Boston, MA', 'Tampa, FL')",1185,3.2,163.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1053,JetBlue Airways,"('BQN', 'FLL')","('Aguadilla, PR', 'Fort Lauderdale, FL')",982,0.7,14.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1054,JetBlue Airways,"('BQN', 'JFK')","('Aguadilla, PR', 'New York, NY')",1576,0.3,2.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1055,JetBlue Airways,"('BQN', 'MCO')","('Aguadilla, PR', 'Orlando, FL')",1129,1.5,30.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1056,JetBlue Airways,"('BTV', 'JFK')","('Burlington, VT', 'New York, NY')",266,2.1,514.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1057,JetBlue Airways,"('BUF', 'BOS')","('Buffalo, NY', 'Boston, MA')",395,0.3,3.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1058,JetBlue Airways,"('BUF', 'FLL')","('Buffalo, NY', 'Fort Lauderdale, FL')",1166,0.9,9.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1059,JetBlue Airways,"('BUF', 'JFK')","('Buffalo, NY', 'New York, NY')",301,2.2,365.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1060,JetBlue Airways,"('BUF', 'LAX')","('Buffalo, NY', 'Los Angeles, CA')",2217,0.4,2.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1061,JetBlue Airways,"('BUF', 'MCO')","('Buffalo, NY', 'Orlando, FL')",1011,6.5,1923.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1062,JetBlue Airways,"('BUR', 'JFK')","('Burbank, CA', 'New York, NY')",2465,2.5,104.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1063,JetBlue Airways,"('BWI', 'BOS')","('Baltimore, MD', 'Boston, MA')",369,1.8,80.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1064,JetBlue Airways,"('BWI', 'FLL')","('Baltimore, MD', 'Fort Lauderdale, FL')",925,2.2,83.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1065,JetBlue Airways,"('BWI', 'MCO')","('Baltimore, MD', 'Orlando, FL')",787,6.3,952.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1066,JetBlue Airways,"('CHS', 'BOS')","('Charleston, SC', 'Boston, MA')",818,4.2,422.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1067,JetBlue Airways,"('CHS', 'DCA')","('Charleston, SC', 'Washington, DC')",444,5.5,971.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1068,JetBlue Airways,"('CHS', 'FLL')","('Charleston, SC', 'Fort Lauderdale, FL')",470,2.8,497.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1069,JetBlue Airways,"('CHS', 'JFK')","('Charleston, SC', 'New York, NY')",636,3.1,135.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1070,JetBlue Airways,"('CLE', 'BOS')","('Cleveland, OH', 'Boston, MA')",563,3.7,423.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1071,JetBlue Airways,"('CLE', 'FLL')","('Cleveland, OH', 'Fort Lauderdale, FL')",1062,3.2,40.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1072,JetBlue Airways,"('CLT', 'BOS')","('Charlotte, NC', 'Boston, MA')",728,2.1,252.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1073,JetBlue Airways,"('CLT', 'JFK')","('Charlotte, NC', 'New York, NY')",541,4.6,415.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1074,JetBlue Airways,"('DAB', 'JFK')","('Daytona Beach, FL', 'New York, NY')",891,10.9,2727.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1075,JetBlue Airways,"('DCA', 'ACK')","('Washington, DC', 'Nantucket, MA')",405,0.2,0.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1076,JetBlue Airways,"('DCA', 'BDL')","('Washington, DC', 'Hartford, CT')",313,6.1,546.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1077,JetBlue Airways,"('DCA', 'BOS')","('Washington, DC', 'Boston, MA')",399,2.8,257.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1078,JetBlue Airways,"('DCA', 'CHS')","('Washington, DC', 'Charleston, SC')",444,3.4,261.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1079,JetBlue Airways,"('DCA', 'FLL')","('Washington, DC', 'Fort Lauderdale, FL')",899,4.3,589.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1080,JetBlue Airways,"('DCA', 'JAX')","('Washington, DC', 'Jacksonville, FL')",634,3.7,446.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1081,JetBlue Airways,"('DCA', 'MCO')","('Washington, DC', 'Orlando, FL')",759,5.3,542.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1082,JetBlue Airways,"('DCA', 'PBI')","('Washington, DC', 'West Palm Beach/Palm Beach, FL')",857,1.3,48.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1083,JetBlue Airways,"('DCA', 'RSW')","('Washington, DC', 'Fort Myers, FL')",892,1.4,18.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1084,JetBlue Airways,"('DCA', 'SJU')","('Washington, DC', 'San Juan, PR')",1554,2.5,114.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1085,JetBlue Airways,"('DCA', 'TPA')","('Washington, DC', 'Tampa, FL')",814,9.6,1169.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1086,JetBlue Airways,"('DEN', 'BOS')","('Denver, CO', 'Boston, MA')",1754,3.1,172.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1087,JetBlue Airways,"('DEN', 'JFK')","('Denver, CO', 'New York, NY')",1626,1.6,29.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
