,Airline Name,Airports,Cities,Distance,Average Delay (min),Variance of Delays (min),Overall,Cabin,Entertainment,Wifi,Food/Beverage,Bang for Buck,Topics Extract,url,for_html
5432,Southwest Airlines Co.,"('EWR', 'DEN')","('Newark, NJ', 'Denver, CO')",1605,4.1,565.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5433,Southwest Airlines Co.,"('EWR', 'HOU')","('Newark, NJ', 'Houston, TX')",1411,0.7,4.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5434,Southwest Airlines Co.,"('EWR', 'LAS')","('Newark, NJ', 'Las Vegas, NV')",2227,2.5,189.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5435,Southwest Airlines Co.,"('EWR', 'MCO')","('Newark, NJ', 'Orlando, FL')",937,0.1,2.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5436,Southwest Airlines Co.,"('EWR', 'MDW')","('Newark, NJ', 'Chicago, IL')",711,1.4,53.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5437,Southwest Airlines Co.,"('EWR', 'PHX')","('Newark, NJ', 'Phoenix, AZ')",2133,0.2,4.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5438,Southwest Airlines Co.,"('EWR', 'STL')","('Newark, NJ', 'St. Louis, MO')",872,1.7,177.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5439,Southwest Airlines Co.,"('FLL', 'ALB')","('Fort Lauderdale, FL', 'Albany, NY')",1204,3.2,410.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5440,Southwest Airlines Co.,"('FLL', 'ATL')","('Fort Lauderdale, FL', 'Atlanta, GA')",581,4.0,498.1,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5441,Southwest Airlines Co.,"('FLL', 'AUS')","('Fort Lauderdale, FL', 'Austin, TX')",1105,1.1,37.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5442,Southwest Airlines Co.,"('FLL', 'BDL')","('Fort Lauderdale, FL', 'Hartford, CT')",1173,1.0,29.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5443,Southwest Airlines Co.,"('FLL', 'BNA')","('Fort Lauderdale, FL', 'Nashville, TN')",793,3.4,722.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5444,Southwest Airlines Co.,"('FLL', 'BUF')","('Fort Lauderdale, FL', 'Buffalo, NY')",1166,2.9,336.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5445,Southwest Airlines Co.,"('FLL', 'BWI')","('Fort Lauderdale, FL', 'Baltimore, MD')",925,3.2,310.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5446,Southwest Airlines Co.,"('FLL', 'CMH')","('Fort Lauderdale, FL', 'Columbus, OH')",973,1.1,28.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5447,Southwest Airlines Co.,"('FLL', 'DAL')","('Fort Lauderdale, FL', 'Dallas, TX')",1108,2.5,187.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5448,Southwest Airlines Co.,"('FLL', 'DCA')","('Fort Lauderdale, FL', 'Washington, DC')",899,2.4,143.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5449,Southwest Airlines Co.,"('FLL', 'DEN')","('Fort Lauderdale, FL', 'Denver, CO')",1703,3.7,223.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5450,Southwest Airlines Co.,"('FLL', 'HOU')","('Fort Lauderdale, FL', 'Houston, TX')",957,3.1,316.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5451,Southwest Airlines Co.,"('FLL', 'IND')","('Fort Lauderdale, FL', 'Indianapolis, IN')",1005,2.0,133.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5452,Southwest Airlines Co.,"('FLL', 'ISP')","('Fort Lauderdale, FL', 'Islip, NY')",1092,6.2,675.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5453,Southwest Airlines Co.,"('FLL', 'LAS')","('Fort Lauderdale, FL', 'Las Vegas, NV')",2173,3.7,485.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5454,Southwest Airlines Co.,"('FLL', 'MCI')","('Fort Lauderdale, FL', 'Kansas City, MO')",1242,1.8,158.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5455,Southwest Airlines Co.,"('FLL', 'MDW')","('Fort Lauderdale, FL', 'Chicago, IL')",1167,2.0,87.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5456,Southwest Airlines Co.,"('FLL', 'MKE')","('Fort Lauderdale, FL', 'Milwaukee, WI')",1243,6.0,1698.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5457,Southwest Airlines Co.,"('FLL', 'MSY')","('Fort Lauderdale, FL', 'New Orleans, LA')",674,1.2,34.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5458,Southwest Airlines Co.,"('FLL', 'PHL')","('Fort Lauderdale, FL', 'Philadelphia, PA')",992,1.6,19.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5459,Southwest Airlines Co.,"('FLL', 'PHX')","('Fort Lauderdale, FL', 'Phoenix, AZ')",1972,2.5,84.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5460,Southwest Airlines Co.,"('FLL', 'PIT')","('Fort Lauderdale, FL', 'Pittsburgh, PA')",994,3.9,291.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5461,Southwest Airlines Co.,"('FLL', 'PVD')","('Fort Lauderdale, FL', 'Providence, RI')",1188,5.4,1089.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5462,Southwest Airlines Co.,"('FLL', 'RDU')","('Fort Lauderdale, FL', 'Raleigh/Durham, NC')",680,3.1,195.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5463,Southwest Airlines Co.,"('FLL', 'SJU')","('Fort Lauderdale, FL', 'San Juan, PR')",1046,2.9,316.1,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5464,Southwest Airlines Co.,"('FLL', 'STL')","('Fort Lauderdale, FL', 'St. Louis, MO')",1057,5.0,1212.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5465,Southwest Airlines Co.,"('FLL', 'TPA')","('Fort Lauderdale, FL', 'Tampa, FL')",197,1.8,82.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5466,Southwest Airlines Co.,"('FNT', 'BWI')","('Flint, MI', 'Baltimore, MD')",452,0.4,3.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5467,Southwest Airlines Co.,"('FNT', 'LAS')","('Flint, MI', 'Las Vegas, NV')",1733,25.2,2260.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5468,Southwest Airlines Co.,"('FNT', 'MCO')","('Flint, MI', 'Orlando, FL')",1011,18.3,2504.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5469,Southwest Airlines Co.,"('FNT', 'MDW')","('Flint, MI', 'Chicago, IL')",221,1.1,86.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5470,Southwest Airlines Co.,"('FNT', 'RSW')","('Flint, MI', 'Fort Myers, FL')",1138,2.3,26.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
